POI	Freq (a)	Freq (b)	MAF	HWE Chisq	HWE Pvalue	keep
r000339980	0.436458333333333	0.563541666666667	0.436458333333333	3.84159636403939	0.0499958987093057	0
r000963329	0.386221294363257	0.613778705636743	0.386221294363257	4.05769207098968	0.0439705564751138	0
r000716922	0.464509394572025	0.535490605427975	0.464509394572025	4.57693287966654	0.0324051683380812	0
r000884551	0.129399585921325	0.870600414078675	0.129399585921325	3.93694239188102	0.0472365602457309	0
r000395174	0.321428571428571	0.678571428571429	0.321428571428571	7.37566078347857	0.00661124943735336	0
r000949593	0.0637149028077754	0.936285097192225	0.0637149028077754	5.90941053013289	0.0150602104923524	0
r000447559	0.084051724137931	0.915948275862069	0.084051724137931	5.03727407892731	0.0248074968453741	0
r000215611	0.295789473684211	0.70421052631579	0.295789473684211	8.76670737652608	0.00306778759415971	0
r000571477	0.279867256637168	0.720132743362832	0.279867256637168	9.7847510366943	0.00175965053020954	0
r000216644	0.263527054108216	0.736472945891784	0.263527054108216	4.95829913115822	0.0259657350397339	0
r000686910	0.441908713692946	0.558091286307054	0.441908713692946	9.71146649025098	0.00183121828820598	0
r000992222	0.184647302904564	0.815352697095436	0.184647302904564	3.94665671798739	0.0469645875509144	0
r000484853	0.296629213483146	0.703370786516854	0.296629213483146	6.42372616303609	0.011260564997832	0
r000357660	0.247422680412371	0.752577319587629	0.247422680412371	4.49147178176018	0.034064338754224	0
r000624053	0.475359342915811	0.524640657084189	0.475359342915811	4.71793838985057	0.0298495100922419	0
r000700534	0.166666666666667	0.833333333333333	0.166666666666667	4.68292682926829	0.0304638027226888	0
r000502568	0.133333333333333	0.866666666666667	0.133333333333333	4.46721702615003	0.034551224107608	0
r000507479	0.352248394004283	0.647751605995717	0.352248394004283	5.97740299979881	0.0144903238186554	0
r000077753	0.403260869565217	0.596739130434783	0.403260869565217	3.90197686713612	0.0482293255870301	0
r000183801	0.386036960985626	0.613963039014374	0.386036960985626	9.86148411784556	0.0016877490154209	0
r000938087	0.46078431372549	0.53921568627451	0.46078431372549	3.92362409227466	0.047612136499698	0
r000586490	0.486725663716814	0.513274336283186	0.486725663716814	4.35156769292755	0.0369748954421656	0
r000354278	0.0991561181434599	0.90084388185654	0.0991561181434599	14.2441235915373	0.000160561360670997	0
r000556988	0.362554112554113	0.637445887445888	0.362554112554113	4.66388855079028	0.0308033544056857	0
r000430420	0.17280163599182	0.82719836400818	0.17280163599182	4.36207078460482	0.0367476098107817	0
r000752973	0.384536082474227	0.615463917525773	0.384536082474227	5.95221352951996	0.0146988176805961	0
r000306585	0.216594827586207	0.783405172413793	0.216594827586207	3.91522048559397	0.0478507382159367	0
r000193814	0.159619450317125	0.840380549682875	0.159619450317125	5.84184133311622	0.0156494410667464	0
r000095245	0.294363256784969	0.705636743215031	0.294363256784969	4.36219222732458	0.0367449903774321	0
r000554716	0.125760649087221	0.874239350912779	0.125760649087221	4.54238288526011	0.0330655322588094	0
r000803547	0.190965092402464	0.809034907597536	0.190965092402464	4.5095710769191	0.0337056920368974	0
r000216783	0.292433537832311	0.707566462167689	0.292433537832311	4.95186548937168	0.0260625314695083	0
r000851744	0.256122448979592	0.743877551020408	0.256122448979592	6.98133725012197	0.00823640427979633	0
r000865058	0.120901639344262	0.879098360655738	0.120901639344262	4.29663480631472	0.0381878654410781	0
r000390785	0.367943548387097	0.632056451612903	0.367943548387097	5.50269114671673	0.0189872314069878	0
r000351047	0.426778242677824	0.573221757322176	0.426778242677824	5.96474971234583	0.0145946721237535	0
r000505045	0.272629310344828	0.727370689655172	0.272629310344828	4.95912249994166	0.0259533741507801	0
r000421629	0.3	0.7	0.3	4.72071821926049	0.0298012932183338	0
r000398179	0.21137339055794	0.78862660944206	0.21137339055794	4.72296898632416	0.029762312526462	0
r000855623	0.20464135021097	0.79535864978903	0.20464135021097	4.07094570741171	0.0436268427080948	0
r000826908	0.479035639412998	0.520964360587002	0.479035639412998	5.22566039213375	0.0222559938372664	0
r000117795	0.232776617954071	0.767223382045929	0.232776617954071	6.48618194090149	0.0108716228290615	0
r000767797	0.127329192546584	0.872670807453416	0.127329192546584	6.38206757305921	0.0115279061820428	0
r000112580	0.330246913580247	0.669753086419753	0.330246913580247	4.20977398470325	0.040191691933811	0
r000321378	0.257575757575758	0.742424242424242	0.257575757575758	4.43024872442545	0.0353073623978881	0
r000838865	0.459606986899563	0.540393013100437	0.459606986899563	5.75143541252091	0.016475189651969	0
r000871451	0.302254098360656	0.697745901639344	0.302254098360656	4.23055154919583	0.0397025368062277	0
r000149053	0.330472103004292	0.669527896995708	0.330472103004292	4.4779279474272	0.0343353243013133	0
r000821683	0.447198275862069	0.552801724137931	0.447198275862069	4.42865619761918	0.035340321732252	0
r000406616	0.17558886509636	0.82441113490364	0.17558886509636	5.9050614705103	0.0150974388081546	0
r000974279	0.216842105263158	0.783157894736842	0.216842105263158	5.07112462860016	0.0243275954573702	0
r000091022	0.47319587628866	0.52680412371134	0.47319587628866	6.88170865954078	0.00870822748518119	0
r000597789	0.457055214723926	0.542944785276074	0.457055214723926	4.66169930145973	0.0308426523088501	0
r000000186	0.355179704016913	0.644820295983087	0.355179704016913	4.30080571232344	0.0380943214789105	0
r000850010	0.252092050209205	0.747907949790795	0.252092050209205	5.17480348911719	0.0229167635054125	0
r000181657	0.350215517241379	0.649784482758621	0.350215517241379	8.05245272542498	0.00454420904215658	0
r000846721	0.341304347826087	0.658695652173913	0.341304347826087	3.95142249137944	0.04683176407864	0
r000804844	0.244419642857143	0.755580357142857	0.244419642857143	6.85730046169841	0.0088279822388333	0
r000144899	0.37979797979798	0.62020202020202	0.37979797979798	8.6373103511608	0.00329347303068539	0
r000131627	0.465738758029979	0.534261241970022	0.465738758029979	4.41476904134606	0.0356291015495591	0
r000950522	0.374736842105263	0.625263157894737	0.374736842105263	5.79849275484296	0.0160399186967501	0
r000344019	0.475321888412017	0.524678111587983	0.475321888412017	5.20616483342303	0.0225069293535772	0
r000278464	0.269650655021834	0.730349344978166	0.269650655021834	5.29477537826357	0.0213894893960725	0
r000177221	0.132	0.868	0.132	4.26015671904019	0.0390163217907232	0
r000321611	0.440087145969499	0.559912854030501	0.440087145969499	5.96880118808158	0.0145611767567999	0
r000638688	0.315450643776824	0.684549356223176	0.315450643776824	4.26660089519703	0.0388686083989649	0
r000360895	0.183870967741935	0.816129032258065	0.183870967741935	4.31386639751015	0.0378029501842838	0
r000451562	0.458980044345898	0.541019955654102	0.458980044345898	8.10037689953576	0.00442560550470283	0
r000173970	0.262693156732892	0.737306843267108	0.262693156732892	5.58190387286649	0.0181469845496854	0
r000816321	0.198294243070362	0.801705756929638	0.198294243070362	6.17996466658721	0.0129204856936571	0
r000412191	0.355460385438972	0.644539614561028	0.355460385438972	4.94189997883667	0.0262132069411698	0
r000170433	0.336497890295359	0.663502109704641	0.336497890295359	3.9586969331224	0.0466297864282641	0
r000290051	0.223333333333333	0.776666666666667	0.223333333333333	4.21579995620987	0.040049177913053	0
r000142901	0.126338329764454	0.873661670235546	0.126338329764454	5.40619939091555	0.020065356243822	0
r000682997	0.501020408163265	0.498979591836735	0.498979591836735	9.43737974494377	0.00212607031889767	0
r000739091	0.076	0.924	0.076	3.92769761766416	0.0474969297805417	0
r000319117	0.204819277108434	0.795180722891566	0.204819277108434	5.98485801710087	0.0144292040852803	0
r000096868	0.103092783505155	0.896907216494845	0.103092783505155	5.66185757695865	0.0173377509536881	0
r000121484	0.0552016985138004	0.9447983014862	0.0552016985138004	9.91871888000514	0.00163606222182766	0
r000280531	0.22093023255814	0.779069767441861	0.22093023255814	4.66738066845624	0.0307407775155663	0
r000941207	0.484243697478992	0.515756302521008	0.484243697478992	6.96633203842054	0.00830575784504972	0
r000721289	0.414027149321267	0.585972850678733	0.414027149321267	6.73106531022212	0.00947479961667286	0
r000404459	0.364016736401674	0.635983263598326	0.364016736401674	4.17241708404104	0.0410871447269857	0
r000962392	0.487704918032787	0.512295081967213	0.487704918032787	4.66908585551868	0.0307102696469069	0
r000543676	0.459915611814346	0.540084388185654	0.459915611814346	6.01359501467762	0.014196076516748	0
r000203644	0.101293103448276	0.898706896551724	0.101293103448276	4.67367893466409	0.0306282508044239	0
r000966693	0.412133891213389	0.587866108786611	0.412133891213389	4.1644699013062	0.0412803285580181	0
r000863990	0.465957446808511	0.534042553191489	0.465957446808511	7.68509555718121	0.00556787316419094	0
r000428501	0.134408602150538	0.865591397849462	0.134408602150538	9.17556448593804	0.00245267707407593	0
r000490644	0.223926380368098	0.776073619631902	0.223926380368098	4.86936990157086	0.0273374804248481	0
r000682446	0.229847494553377	0.770152505446623	0.229847494553377	5.32449636298776	0.021027684834701	0
r000455373	0.218879668049793	0.781120331950207	0.218879668049793	4.64726083827361	0.0311031413288595	0
r000826501	0.260964912280702	0.739035087719298	0.260964912280702	5.83130424295707	0.0157434473430195	0
r000678810	0.392276422764228	0.607723577235772	0.392276422764228	4.10170578504224	0.0428399712654557	0
r000426072	0.495670995670996	0.504329004329004	0.495670995670996	4.57387845400796	0.0324629896807508	0
r000872456	0.41703056768559	0.58296943231441	0.41703056768559	4.75643596639669	0.0291889284649773	0
r000172613	0.456565656565657	0.543434343434343	0.456565656565657	7.20386510470082	0.00727467372038315	0
r000856615	0.11482254697286	0.88517745302714	0.11482254697286	5.70946243479489	0.0168737057139218	0
r000698845	0.0944206008583691	0.905579399141631	0.0944206008583691	10.0292825876024	0.00154071033797842	0
r000812565	0.325581395348837	0.674418604651163	0.325581395348837	4.50813260121907	0.0337340512967163	0
r000906168	0.148590021691974	0.851409978308026	0.148590021691974	5.17364555903378	0.0229320427258847	0
r000693992	0.391528925619835	0.608471074380165	0.391528925619835	6.33794062278645	0.0118182015935486	0
r000329372	0.508032128514056	0.491967871485944	0.491967871485944	5.04852483305708	0.0246469134231505	0
r000598213	0.218556701030928	0.781443298969072	0.218556701030928	5.94005552869958	0.0148005523813224	0
r000268304	0.466592427616927	0.533407572383073	0.466592427616927	4.96498546256191	0.0258655325271512	0
r000321301	0.130122950819672	0.869877049180328	0.130122950819672	4.4298760622449	0.0353150722250154	0
r000165546	0.275862068965517	0.724137931034483	0.275862068965517	4.57083875216753	0.0325206392306641	0
r000238992	0.21551724137931	0.78448275862069	0.21551724137931	4.29975201062673	0.0381179309225846	0
r000528112	0.450413223140496	0.549586776859504	0.450413223140496	4.22207955730211	0.039901229733657	0
r000292630	0.410514541387025	0.589485458612975	0.410514541387025	4.34976085129847	0.037014143452847	0
r000332415	0.341437632135307	0.658562367864693	0.341437632135307	8.3628602616341	0.00382967293969372	0
r000354551	0.145744680851064	0.854255319148936	0.145744680851064	4.91420723089935	0.0266366845666417	0
r000949622	0.183823529411765	0.816176470588235	0.183823529411765	7.41836817512493	0.00645613417624957	0
r000497761	0.132231404958678	0.867768595041322	0.132231404958678	6.55420953798186	0.0104636312505101	0
r000084692	0.107142857142857	0.892857142857143	0.107142857142857	4.18631111111112	0.0407516797691004	0
r000970545	0.47907949790795	0.52092050209205	0.47907949790795	8.28938758648755	0.00398774349868891	0
r000044486	0.236080178173719	0.763919821826281	0.236080178173719	4.35567043799705	0.0368859378252951	0
r000004057	0.30784708249497	0.69215291750503	0.30784708249497	4.52130782558543	0.0334752330591023	0
r000614316	0.463123644251627	0.536876355748373	0.463123644251627	5.15684556908521	0.0231549153326612	0
r000268464	0.217484008528785	0.782515991471215	0.217484008528785	7.09432370022547	0.00773284660610552	0
r000438371	0.382226980728051	0.617773019271949	0.382226980728051	4.84116556743261	0.027788107074325	0
r000059923	0.479633401221996	0.520366598778004	0.479633401221996	4.67178746975793	0.0306619990937763	0
r000500258	0.496753246753247	0.503246753246753	0.496753246753247	4.19454131049116	0.0405543228584325	0
r000381132	0.107361963190184	0.892638036809816	0.107361963190184	4.23944323422027	0.0394951170356287	0
r000896894	0.361855670103093	0.638144329896907	0.361855670103093	8.1362682741311	0.00433884877299395	0
r000204906	0.421610169491525	0.578389830508475	0.421610169491525	5.04567646394402	0.0246874662773091	0
r000443811	0.266806722689076	0.733193277310924	0.266806722689076	7.75391461611241	0.0053596241806676	0
r000223461	0.439637826961771	0.560362173038229	0.439637826961771	4.82250638140954	0.0280904704933904	0
